ID,Category,Clause_Name,Language,Keywords,Risk_Score,Impact_Level,Reason,Recommendation,Business_Impact,Contract_Type,Type,Legal_Reference
57,Detection,Loan Amount,FR,"montant du prêt, principal, somme empruntée",0,Critical,Le montant exact emprunté doit être indiqué pour définir la dette.,"Écrire le montant en chiffres et en lettres, en précisant la devise.","Sans montant clair, le prêt est inopposable.",Loan Agreement,General Commercial,KUH Perdata tentang perikatan dan pembayaran (termasuk Pasal 1234 dan seterusnya); regulasi sektor terkait jika berlaku.
58,Detection,Interest Rate,EN,"interest rate, annual interest, late interest, default interest",0,High,"If interest applies, the rate and calculation method must be specified to avoid disputes.","State the annual percentage rate, when interest accrues, and any late payment penalty rate.",Unclear interest terms lead to disagreements on total repayment amount.,Loan Agreement,Finance,KUH Perdata tentang perikatan dan pembayaran (termasuk Pasal 1234 dan seterusnya); regulasi sektor terkait jika berlaku.
59,Detection,Interest Rate,ID,"suku bunga, bunga tahunan, bunga keterlambatan, bunga wanprestasi",0,High,"Jika bunga dikenakan, tarif dan metode perhitungan harus ditentukan untuk menghindari sengketa.","Sebutkan persentase tahunan, kapan bunga mulai berjalan, dan tarif penalti keterlambatan.",Ketentuan bunga tidak jelas menyebabkan perselisihan tentang jumlah total pembayaran kembali.,Loan Agreement,Finance,KUH Perdata tentang perikatan dan pembayaran (termasuk Pasal 1234 dan seterusnya); regulasi sektor terkait jika berlaku.
60,Detection,Interest Rate,FR,"taux d'intérêt, intérêt annuel, intérêt moratoire, intérêt de retard",0,High,"Si des intérêts sont applicables, le taux et la méthode de calcul doivent être précisés.","Indiquer le pourcentage annuel, la date de prise d'effet, et le taux de pénalité de retard.",Des intérêts flous mènent à des désaccords sur le remboursement total.,Loan Agreement,Finance,KUH Perdata tentang perikatan dan pembayaran (termasuk Pasal 1234 dan seterusnya); regulasi sektor terkait jika berlaku.
61,Detection,Repayment Schedule,EN,"repayment, instalment, duration, lump sum, maturity date",0,Critical,How and when the loan is repaid must be clear to avoid default disputes.,"Specify the repayment method (one-time, instalments), dates, and duration. Include consequences of late payment.","Without a schedule, the lender may never get repaid or the borrower may face unexpected demands.",Loan Agreement,Finance,KUH Perdata tentang perikatan dan pembayaran (termasuk Pasal 1234 dan seterusnya); regulasi sektor terkait jika berlaku.
62,Detection,Repayment Schedule,ID,"jadwal pengembalian, angsuran, durasi, sekaligus, tanggal jatuh tempo",0,Critical,Bagaimana dan kapan pinjaman dibayar kembali harus jelas untuk menghindari sengketa wanprestasi.,"Tentukan metode pembayaran (sekaligus, angsuran), tanggal, dan durasi. Sertakan konsekuensi keterlambatan.","Tanpa jadwal, pemberi pinjaman mungkin tidak pernah dibayar kembali atau penerima pinjaman menghadapi tuntutan tak terduga.",Loan Agreement,Finance,KUH Perdata tentang perikatan dan pembayaran (termasuk Pasal 1234 dan seterusnya); regulasi sektor terkait jika berlaku.
63,Detection,Repayment Schedule,FR,"échéancier de remboursement, traite, durée, remboursement unique, date d'échéance",0,Critical,Le comment et quand le prêt est remboursé doit être clair.,"Préciser le mode (unique, traites), les dates, la durée, et les conséquences d'un retard.","Sans échéancier, le prêteur peut ne jamais être remboursé ou l'emprunteur subir des demandes imprévues.",Loan Agreement,Finance,KUH Perdata tentang perikatan dan pembayaran (termasuk Pasal 1234 dan seterusnya); regulasi sektor terkait jika berlaku.
64,Detection,Collateral / Guarantee,EN,"collateral, guarantee, pledge, surety, security",0,High,"If the loan is secured, the collateral must be described to protect the lender.","Describe the asset or the guarantor's commitment precisely. For sureties above certain amounts, notarisation may be required.","Without security, the lender has no recourse if the borrower defaults.",Loan Agreement,Finance,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
65,Detection,Collateral / Guarantee,ID,"jaminan, agunan, gadai, penjamin, keamanan",0,High,"Jika pinjaman dijamin, jaminan harus dijelaskan untuk melindungi pemberi pinjaman.","Gambarkan aset atau komitmen penjamin secara tepat. Untuk penjaminan di atas jumlah tertentu, mungkin diperlukan notaris.","Tanpa jaminan, pemberi pinjaman tidak memiliki hak recourse jika penerima pinjaman gagal bayar.",Loan Agreement,Finance,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
66,Detection,Collateral / Guarantee,FR,"garantie, collatéral, gage, cautionnement, sûreté",0,High,"Si le prêt est garanti, la garantie doit être décrite pour protéger le prêteur.","Décrire précisément l'actif ou l'engagement de la caution. Au‑delà d'un certain montant, un acte authentique est nécessaire.","Sans garantie, le prêteur n'a aucun recours en cas de défaut.",Loan Agreement,Finance,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
67,Detection,Work Location,EN,"workplace, location, office, remote work",0,High,"The place of work affects commuting, expenses, and applicable regulations.",State the primary workplace and any possibility of being assigned to other locations.,Uncertainty about workplace may lead to disputes over travel costs and refusal to relocate.,Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
68,Detection,Work Location,ID,"tempat kerja, lokasi, kantor, kerja jarak jauh",0,High,"Tempat kerja mempengaruhi perjalanan, biaya, dan peraturan yang berlaku.",Sebutkan tempat kerja utama dan kemungkinan penugasan ke lokasi lain.,Ketidakpastian tentang tempat kerja dapat menyebabkan sengketa biaya perjalanan dan penolakan relokasi.,Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
69,Detection,Work Location,FR,"lieu de travail, localisation, bureau, télétravail",0,High,"Le lieu de travail affecte les déplacements, les frais et les réglementations applicables.",Indiquer le lieu de travail principal et toute possibilité d'affectation ailleurs.,L'incertitude sur le lieu de travail entraîne des litiges sur les frais de déplacement et le refus de relocalisation.,Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
70,Detection,Job Description,EN,"job title, function, duties, responsibilities",0,High,A clear job description sets expectations for the employee's role and tasks.,"Include the job title and a summary of main tasks, or reference a separate job description document.",Vague duties allow the employer to assign unrelated work or lead to performance disputes.,Employment Contract,Employment,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
71,Detection,Job Description,ID,"deskripsi pekerjaan, jabatan, fungsi, tugas, tanggung jawab",0,High,Deskripsi pekerjaan yang jelas menetapkan ekspektasi tentang peran dan tugas karyawan.,"Cantumkan jabatan dan ringkasan tugas utama, atau merujuk pada dokumen deskripsi pekerjaan terpisah.",Tugas yang samar memungkinkan pemberi kerja memberikan pekerjaan tidak terkait atau menyebabkan sengketa kinerja.,Employment Contract,Employment,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
72,Detection,Job Description,FR,"description de poste, titre, fonction, tâches, responsabilités",0,High,Une description de poste claire définit les attentes pour le rôle et les tâches de l'employé.,"Inclure le titre et un résumé des tâches principales, ou renvoyer à un document séparé.",Des tâches vagues permettent à l'employeur d'imposer un travail non lié ou créent des litiges.,Employment Contract,Employment,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
73,Detection,Working Hours,EN,"working hours, weekly hours, part-time, full-time",0,Critical,Working hours determine overtime pay and compliance with labor laws.,"State the weekly or monthly working hours, and if applicable, the distribution across days.",Missing hours can lead to wage disputes and labor law violations.,Employment Contract,Employment,UU No. 13 Tahun 2003 tentang Ketenagakerjaan sebagaimana diubah melalui UU No. 6 Tahun 2023; peraturan ketenagakerjaan terkait.
74,Detection,Working Hours,ID,"jam kerja, jam mingguan, paruh waktu, penuh waktu",0,Critical,Jam kerja menentukan upah lembur dan kepatuhan terhadap undang-undang ketenagakerjaan.,"Sebutkan jam kerja mingguan atau bulanan, dan jika ada, pembagian antar hari.",Jam yang hilang dapat menyebabkan sengketa upah dan pelanggaran hukum ketenagakerjaan.,Employment Contract,Employment,UU No. 13 Tahun 2003 tentang Ketenagakerjaan sebagaimana diubah melalui UU No. 6 Tahun 2023; peraturan ketenagakerjaan terkait.
75,Detection,Working Hours,FR,"durée du travail, heures hebdomadaires, temps partiel, plein temps",0,Critical,La durée du travail détermine les heures supplémentaires et la conformité au droit du travail.,"Indiquer les heures hebdomadaires ou mensuelles, et le cas échéant, la répartition sur les jours.",L'absence d'heures peut entraîner des litiges salariaux et des violations du droit du travail.,Employment Contract,Employment,UU No. 13 Tahun 2003 tentang Ketenagakerjaan sebagaimana diubah melalui UU No. 6 Tahun 2023; peraturan ketenagakerjaan terkait.
76,Detection,Salary,EN,"salary, wage, 13th month, bonus, pay date",0,Critical,The salary clause defines compensation and payment frequency to avoid wage disputes.,"Specify gross monthly salary, any extra months (e.g., 13th), and the payment date.","Without a salary clause, the employee may not be paid or may be underpaid.",Employment Contract,Employment,UU No. 13 Tahun 2003 tentang Ketenagakerjaan sebagaimana diubah melalui UU No. 6 Tahun 2023; peraturan ketenagakerjaan terkait.
77,Detection,Salary,ID,"gaji, upah, gaji ke-13, bonus, tanggal pembayaran",0,Critical,Klausul gaji mendefinisikan kompensasi dan frekuensi pembayaran untuk menghindari sengketa upah.,"Tentukan gaji bulanan bruto, bulan tambahan (misal ke-13), dan tanggal pembayaran.","Tanpa klausul gaji, karyawan mungkin tidak dibayar atau dibayar lebih rendah.",Employment Contract,Employment,UU No. 13 Tahun 2003 tentang Ketenagakerjaan sebagaimana diubah melalui UU No. 6 Tahun 2023; peraturan ketenagakerjaan terkait.
78,Detection,Salary,FR,"salaire, rémunération, 13ème mois, bonus, date de paiement",0,Critical,La clause de salaire définit la rémunération et la fréquence des paiements.,"Préciser le salaire mensuel brut, les éventuels mois supplémentaires (ex. 13ème), et la date de paiement.","Sans clause de salaire, l'employé peut ne pas être payé ou être sous‑payé.",Employment Contract,Employment,UU No. 13 Tahun 2003 tentang Ketenagakerjaan sebagaimana diubah melalui UU No. 6 Tahun 2023; peraturan ketenagakerjaan terkait.
79,Detection,Delivery Terms,EN,"delivery, transfer of risk, collection, shipping",0,High,Delivery terms determine when ownership and risk pass from seller to buyer.,"Specify who delivers, the address, the deadline, and when risk transfers (e.g., at collection or delivery).",Disputes over damaged goods during transport if risk transfer is unclear.,Consulting Agreement; Construction Agreement,Construction,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
80,Detection,Delivery Terms,ID,"syarat pengiriman, pengalihan risiko, pengambilan, pengiriman",0,High,Ketentuan pengiriman menentukan kapan kepemilikan dan risiko beralih dari penjual ke pembeli.,"Tentukan siapa yang mengirim, alamat, tenggat waktu, dan kapan risiko beralih (misal saat pengambilan atau pengiriman).",Sengketa atas barang rusak selama pengangkutan jika pengalihan risiko tidak jelas.,Consulting Agreement; Construction Agreement,Construction,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
81,Detection,Delivery Terms,FR,"modalités de livraison, transfert des risques, enlèvement, expédition",0,High,Les modalités de livraison déterminent le moment du transfert de propriété et des risques.,"Préciser qui livre, l'adresse, le délai, et quand les risques sont transférés (ex. à l'enlèvement ou à la livraison).",Litiges sur les biens endommagés pendant le transport si le transfert des risques est flou.,Consulting Agreement; Construction Agreement,Construction,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
